,Data
0,16830.0
1,17035.00000488013
2,17420.999993272126
3,18470.000039041042
4,9781.999827325344
5,7934.999572634697
6,14349.999965429306
7,8608.999942839146
8,12162.000232636929
9,10444.000061452389
10,18136.00001335144
11,10518.99978339672
12,10807.000039815903
13,10049.999856948853
14,14725.000079870224
15,16174.999970644712
16,20191.00011885166
17,9265.999994874
18,8934.000242650509
19,9232.999996840954
20,15539.000031352043
21,9007.000192701817
22,6780.0001430511475
23,6987.000358700752
24,8537.000129520893
25,7201.999661922455
26,8415.0
27,7054.999625086784
28,8210.000057816505
29,13151.000036895275
30,9355.999761521816
31,9748.999829292297
32,7353.000245690346
33,7865.000032782555
34,11820.999751389027
35,11280.000011622906
36,7026.999809145927
37,9792.000191509724
38,16494.999994318932
39,11079.000114798546
40,9209.000226259232
41,9480.00016450882
42,15701.99999883771
43,7677.000408768654
44,11108.000067472458
45,9062.000189423561
46,8608.999942839146
47,6165.000316500664
48,12753.000037819147
49,12109.000007808208
50,7449.000331163406
51,8030.999658107758
52,5449.999857544899
53,5660.000483393669
54,6655.000104904175
55,5087.999514341354
56,7098.000488877296
57,33697.00004339218
58,24483.999771773815
59,14442.999891489744
60,14674.250664263964
61,13847.4563357234
62,13991.839916557074
63,14736.935011446476
64,14996.015566885471
65,14896.074621677399
66,15318.008434474468
67,13468.493292331696
68,13487.588179707527
69,13441.202700734138
70,15710.078460350633
71,13822.172036468983
72,14050.453496575356
73,15431.069528460503
74,16077.430964559317
75,14943.149763643742
76,15536.790100336075
77,15065.79892873764
78,15656.99647910893
79,15424.17026527226
80,14709.264979809523
81,15528.7505107373
82,14077.970799207687
83,14572.02405050397
84,15580.927403345704
85,16229.714572280645
86,15220.930468440056
87,14818.662709370255
88,15057.6990249753
89,15011.036552265286
